1,00867e-10 2,22391e-1
1,03066e-10 2,22603e-1
1,05214e-10 2,22941e-1
1,07363e-10 2,23440e-1
1,09635e-10 2,23948e-1
1,12003e-10 2,24450e-1
1,14380e-10 2,24915e-1
1,16802e-10 2,25354e-1
1,19276e-10 2,25785e-1
1,21801e-10 2,26206e-1
1,24381e-10 2,26622e-1
1,27014e-10 2,27028e-1
1,29704e-10 2,27427e-1
1,32450e-10 2,27823e-1
1,35255e-10 2,28206e-1
1,38119e-10 2,28587e-1
1,41043e-10 2,28960e-1
1,44029e-10 2,29328e-1
1,47079e-10 2,29690e-1
1,50193e-10 2,30044e-1
1,53373e-10 2,30394e-1
1,56620e-10 2,30740e-1
1,59936e-10 2,31082e-1
1,63322e-10 2,31413e-1
1,66780e-10 2,31744e-1
1,70311e-10 2,32071e-1
1,73916e-10 2,32392e-1
1,77598e-10 2,32709e-1
1,81358e-10 2,33018e-1
1,85198e-10 2,33327e-1
1,89118e-10 2,33631e-1
1,93122e-10 2,33933e-1
1,97210e-10 2,34228e-1
2,01385e-10 2,34520e-1
2,05648e-10 2,34812e-1
2,10002e-10 2,35098e-1
2,14448e-10 2,35379e-1
2,18987e-10 2,35658e-1
2,23623e-10 2,35936e-1
2,28357e-10 2,36210e-1
2,33191e-10 2,36480e-1
2,38127e-10 2,36749e-1
2,43168e-10 2,37013e-1
2,48316e-10 2,37277e-1
2,53572e-10 2,37537e-1
2,58940e-10 2,37794e-1
2,64421e-10 2,38050e-1
2,70018e-10 2,38306e-1
2,75734e-10 2,38552e-1
2,81571e-10 2,38803e-1
2,87531e-10 2,39049e-1
2,93617e-10 2,39293e-1
2,99832e-10 2,39538e-1
3,06179e-10 2,39778e-1
3,12660e-10 2,40018e-1
3,19278e-10 2,40254e-1
3,26037e-10 2,40490e-1
3,32938e-10 2,40723e-1
3,39985e-10 2,40955e-1
3,47182e-10 2,41186e-1
3,54530e-10 2,41415e-1
3,62035e-10 2,41643e-1
3,69698e-10 2,41867e-1
3,77523e-10 2,42095e-1
3,85514e-10 2,42317e-1
3,93674e-10 2,42539e-1
4,02007e-10 2,42760e-1
4,10516e-10 2,42979e-1
4,19205e-10 2,43197e-1
4,28078e-10 2,43415e-1
4,37139e-10 2,43631e-1
4,46392e-10 2,43847e-1
4,55840e-10 2,44060e-1
4,65489e-10 2,44275e-1
4,75341e-10 2,44484e-1
4,85403e-10 2,44697e-1
4,95677e-10 2,44905e-1
5,06168e-10 2,45116e-1
5,16882e-10 2,45321e-1
5,27822e-10 2,45530e-1
5,38994e-10 2,45736e-1
5,50403e-10 2,45942e-1
5,62052e-10 2,46147e-1
5,73949e-10 2,46350e-1
5,86097e-10 2,46552e-1
5,98502e-10 2,46758e-1
6,11170e-10 2,46955e-1
6,24106e-10 2,47160e-1
6,37315e-10 2,47358e-1
6,50804e-10 2,47558e-1
6,64579e-10 2,47756e-1
6,78645e-10 2,47954e-1
6,93009e-10 2,48155e-1
7,07677e-10 2,48353e-1
7,22656e-10 2,48550e-1
7,37951e-10 2,48746e-1
7,53570e-10 2,48942e-1
7,69520e-10 2,49134e-1
7,85807e-10 2,49328e-1
8,02439e-10 2,49520e-1
8,19423e-10 2,49716e-1
8,36767e-10 2,49908e-1
8,54477e-10 2,50101e-1
8,72562e-10 2,50293e-1
8,91030e-10 2,50484e-1
9,09889e-10 2,50674e-1
9,29147e-10 2,50866e-1
9,48813e-10 2,51055e-1
9,68895e-10 2,51244e-1
9,89402e-10 2,51438e-1
1,00082e-9 2,51536e-1
