# Standard Model thermodynamics at O(g^4) [1503.04935]                                                    
#   Disclaimer: We do not recommend taking numerical derivatives from any of the functions, but rather    
#   directly using the derivative functions listed.  Theoretical errors are on the ~ 1% level.            
# Update Dec 2019                                    
#   The decoupling of neutrinos at T < 2 MeV has been incorporated into the results.                      
# Columns:                                           
    T[MeV]    p/T^4    e/T^4    s/T^3    c/T^3    w=p/e    c_s^2    g_eff    h_eff    i_eff
    0.84000000E+06    0.11466021E+02    0.34386474E+02    0.45852495E+02    0.13751822E+03    0.33344569E+00    0.33342852E+00    0.10452235E+03    0.10453115E+03    0.10450131E+03
    0.84200000E+06    0.11465994E+02    0.34386408E+02    0.45852402E+02    0.13751801E+03    0.33344552E+00    0.33342834E+00    0.10452215E+03    0.10453094E+03    0.10450116E+03
    0.84400000E+06    0.11465966E+02    0.34386343E+02    0.45852309E+02    0.13751781E+03    0.33344536E+00    0.33342816E+00    0.10452195E+03    0.10453073E+03    0.10450100E+03
    0.84600000E+06    0.11465939E+02    0.34386278E+02    0.45852217E+02    0.13751760E+03    0.33344520E+00    0.33342798E+00    0.10452175E+03    0.10453052E+03    0.10450085E+03
    0.84800000E+06    0.11465912E+02    0.34386213E+02    0.45852125E+02    0.13751740E+03    0.33344504E+00    0.33342780E+00    0.10452155E+03    0.10453031E+03    0.10450069E+03
    0.85000000E+06    0.11465885E+02    0.34386148E+02    0.45852033E+02    0.13751720E+03    0.33344487E+00    0.33342762E+00    0.10452136E+03    0.10453010E+03    0.10450054E+03
    0.85200000E+06    0.11465858E+02    0.34386084E+02    0.45851941E+02    0.13751700E+03    0.33344471E+00    0.33342745E+00    0.10452116E+03    0.10452989E+03    0.10450039E+03
    0.85400000E+06    0.11465831E+02    0.34386020E+02    0.45851851E+02    0.13751680E+03    0.33344455E+00    0.33342727E+00    0.10452097E+03    0.10452968E+03    0.10450024E+03
    0.85600000E+06    0.11465804E+02    0.34385956E+02    0.45851760E+02    0.13751660E+03    0.33344439E+00    0.33342709E+00    0.10452077E+03    0.10452948E+03    0.10450008E+03
    0.85800000E+06    0.11465777E+02    0.34385892E+02    0.45851670E+02    0.13751640E+03    0.33344423E+00    0.33342692E+00    0.10452058E+03    0.10452927E+03    0.10449993E+03
    0.86000000E+06    0.11465751E+02    0.34385829E+02    0.45851580E+02    0.13751620E+03    0.33344407E+00    0.33342674E+00    0.10452039E+03    0.10452907E+03    0.10449978E+03
    0.86200000E+06    0.11465724E+02    0.34385766E+02    0.45851491E+02    0.13751601E+03    0.33344390E+00    0.33342657E+00    0.10452020E+03    0.10452886E+03    0.10449963E+03
    0.86400000E+06    0.11465698E+02    0.34385704E+02    0.45851401E+02    0.13751581E+03    0.33344374E+00    0.33342640E+00    0.10452001E+03    0.10452866E+03    0.10449949E+03
    0.86600000E+06    0.11465671E+02    0.34385641E+02    0.45851313E+02    0.13751562E+03    0.33344358E+00    0.33342623E+00    0.10451982E+03    0.10452846E+03    0.10449934E+03
    0.86800000E+06    0.11465645E+02    0.34385579E+02    0.45851224E+02    0.13751542E+03    0.33344342E+00    0.33342606E+00    0.10451963E+03    0.10452826E+03    0.10449919E+03
    0.87000000E+06    0.11465619E+02    0.34385517E+02    0.45851137E+02    0.13751523E+03    0.33344326E+00    0.33342589E+00    0.10451944E+03    0.10452806E+03    0.10449904E+03
    0.87200000E+06    0.11465593E+02    0.34385456E+02    0.45851049E+02    0.13751503E+03    0.33344310E+00    0.33342572E+00    0.10451925E+03    0.10452786E+03    0.10449890E+03
    0.87400000E+06    0.11465567E+02    0.34385395E+02    0.45850962E+02    0.13751484E+03    0.33344294E+00    0.33342555E+00    0.10451907E+03    0.10452766E+03    0.10449875E+03
    0.87600000E+06    0.11465541E+02    0.34385333E+02    0.45850875E+02    0.13751465E+03    0.33344278E+00    0.33342538E+00    0.10451888E+03    0.10452746E+03    0.10449860E+03
    0.87800000E+06    0.11465516E+02    0.34385273E+02    0.45850788E+02    0.13751446E+03    0.33344263E+00    0.33342521E+00    0.10451870E+03    0.10452726E+03    0.10449846E+03
    0.88000000E+06    0.11465490E+02    0.34385212E+02    0.45850702E+02    0.13751427E+03    0.33344247E+00    0.33342505E+00    0.10451851E+03    0.10452707E+03    0.10449832E+03
    0.88200000E+06    0.11465464E+02    0.34385152E+02    0.45850616E+02    0.13751408E+03    0.33344231E+00    0.33342488E+00    0.10451833E+03    0.10452687E+03    0.10449817E+03
    0.88400000E+06    0.11465439E+02    0.34385092E+02    0.45850531E+02    0.13751389E+03    0.33344215E+00    0.33342472E+00    0.10451815E+03    0.10452668E+03    0.10449803E+03
    0.88600000E+06    0.11465414E+02    0.34385032E+02    0.45850446E+02    0.13751371E+03    0.33344199E+00    0.33342455E+00    0.10451796E+03    0.10452648E+03    0.10449789E+03
    0.88800000E+06    0.11465388E+02    0.34384973E+02    0.45850361E+02    0.13751352E+03    0.33344184E+00    0.33342439E+00    0.10451778E+03    0.10452629E+03    0.10449774E+03
    0.89000000E+06    0.11465363E+02    0.34384913E+02    0.45850277E+02    0.13751333E+03    0.33344168E+00    0.33342422E+00    0.10451760E+03    0.10452610E+03    0.10449760E+03
    0.89200000E+06    0.11465338E+02    0.34384854E+02    0.45850192E+02    0.13751315E+03    0.33344152E+00    0.33342406E+00    0.10451742E+03    0.10452590E+03    0.10449746E+03
    0.89400000E+06    0.11465313E+02    0.34384795E+02    0.45850109E+02    0.13751296E+03    0.33344137E+00    0.33342390E+00    0.10451725E+03    0.10452571E+03    0.10449732E+03
    0.89600000E+06    0.11465288E+02    0.34384737E+02    0.45850025E+02    0.13751278E+03    0.33344121E+00    0.33342374E+00    0.10451707E+03    0.10452552E+03    0.10449718E+03
    0.89800000E+06    0.11465264E+02    0.34384679E+02    0.45849942E+02    0.13751260E+03    0.33344105E+00    0.33342358E+00    0.10451689E+03    0.10452533E+03    0.10449704E+03
    0.90000000E+06    0.11465239E+02    0.34384621E+02    0.45849859E+02    0.13751241E+03    0.33344090E+00    0.33342342E+00    0.10451671E+03    0.10452515E+03    0.10449690E+03
    0.90200000E+06    0.11465214E+02    0.34384563E+02    0.45849777E+02    0.13751223E+03    0.33344074E+00    0.33342326E+00    0.10451654E+03    0.10452496E+03    0.10449677E+03
    0.90400000E+06    0.11465190E+02    0.34384505E+02    0.45849695E+02    0.13751205E+03    0.33344059E+00    0.33342310E+00    0.10451636E+03    0.10452477E+03    0.10449663E+03
    0.90600000E+06    0.11465165E+02    0.34384448E+02    0.45849613E+02    0.13751187E+03    0.33344043E+00    0.33342294E+00    0.10451619E+03    0.10452458E+03    0.10449649E+03
    0.90800000E+06    0.11465141E+02    0.34384391E+02    0.45849532E+02    0.13751169E+03    0.33344028E+00    0.33342279E+00    0.10451602E+03    0.10452440E+03    0.10449636E+03
    0.91000000E+06    0.11465117E+02    0.34384334E+02    0.45849451E+02    0.13751151E+03    0.33344013E+00    0.33342263E+00    0.10451584E+03    0.10452421E+03    0.10449622E+03
    0.91200000E+06    0.11465092E+02    0.34384277E+02    0.45849370E+02    0.13751134E+03    0.33343997E+00    0.33342248E+00    0.10451567E+03    0.10452403E+03    0.10449608E+03
    0.91400000E+06    0.11465068E+02    0.34384221E+02    0.45849289E+02    0.13751116E+03    0.33343982E+00    0.33342232E+00    0.10451550E+03    0.10452385E+03    0.10449595E+03
    0.91600000E+06    0.11465044E+02    0.34384165E+02    0.45849209E+02    0.13751098E+03    0.33343967E+00    0.33342217E+00    0.10451533E+03    0.10452366E+03    0.10449582E+03
    0.91800000E+06    0.11465021E+02    0.34384109E+02    0.45849129E+02    0.13751080E+03    0.33343951E+00    0.33342201E+00    0.10451516E+03    0.10452348E+03    0.10449568E+03
    0.92000000E+06    0.11464997E+02    0.34384053E+02    0.45849050E+02    0.13751063E+03    0.33343936E+00    0.33342186E+00    0.10451499E+03    0.10452330E+03    0.10449555E+03
    0.92200000E+06    0.11464973E+02    0.34383998E+02    0.45848970E+02    0.13751045E+03    0.33343921E+00    0.33342171E+00    0.10451482E+03    0.10452312E+03    0.10449542E+03
    0.92400000E+06    0.11464949E+02    0.34383942E+02    0.45848892E+02    0.13751028E+03    0.33343906E+00    0.33342156E+00    0.10451465E+03    0.10452294E+03    0.10449528E+03
    0.92600000E+06    0.11464926E+02    0.34383887E+02    0.45848813E+02    0.13751011E+03    0.33343891E+00    0.33342140E+00    0.10451448E+03    0.10452276E+03    0.10449515E+03
    0.92800000E+06    0.11464902E+02    0.34383832E+02    0.45848735E+02    0.13750993E+03    0.33343876E+00    0.33342125E+00    0.10451432E+03    0.10452258E+03    0.10449502E+03
    0.93000000E+06    0.11464879E+02    0.34383778E+02    0.45848657E+02    0.13750976E+03    0.33343860E+00    0.33342110E+00    0.10451415E+03    0.10452240E+03    0.10449489E+03
    0.93200000E+06    0.11464856E+02    0.34383723E+02    0.45848579E+02    0.13750959E+03    0.33343845E+00    0.33342095E+00    0.10451399E+03    0.10452223E+03    0.10449476E+03
    0.93400000E+06    0.11464832E+02    0.34383669E+02    0.45848501E+02    0.13750942E+03    0.33343830E+00    0.33342081E+00    0.10451382E+03    0.10452205E+03    0.10449463E+03
    0.93600000E+06    0.11464809E+02    0.34383615E+02    0.45848424E+02    0.13750925E+03    0.33343815E+00    0.33342066E+00    0.10451366E+03    0.10452187E+03    0.10449450E+03
    0.93800000E+06    0.11464786E+02    0.34383561E+02    0.45848348E+02    0.13750908E+03    0.33343801E+00    0.33342051E+00    0.10451349E+03    0.10452170E+03    0.10449437E+03
    0.94000000E+06    0.11464763E+02    0.34383508E+02    0.45848271E+02    0.13750891E+03    0.33343786E+00    0.33342036E+00    0.10451333E+03    0.10452152E+03    0.10449424E+03
    0.94200000E+06    0.11464740E+02    0.34383454E+02    0.45848195E+02    0.13750874E+03    0.33343771E+00    0.33342022E+00    0.10451317E+03    0.10452135E+03    0.10449411E+03
    0.94400000E+06    0.11464717E+02    0.34383401E+02    0.45848119E+02    0.13750858E+03    0.33343756E+00    0.33342007E+00    0.10451301E+03    0.10452118E+03    0.10449399E+03
    0.94600000E+06    0.11464695E+02    0.34383348E+02    0.45848043E+02    0.13750841E+03    0.33343741E+00    0.33341992E+00    0.10451285E+03    0.10452100E+03    0.10449386E+03
    0.94800000E+06    0.11464672E+02    0.34383296E+02    0.45847968E+02    0.13750824E+03    0.33343726E+00    0.33341978E+00    0.10451269E+03    0.10452083E+03    0.10449373E+03
    0.95000000E+06    0.11464649E+02    0.34383243E+02    0.45847893E+02    0.13750808E+03    0.33343712E+00    0.33341964E+00    0.10451253E+03    0.10452066E+03    0.10449361E+03
    0.95200000E+06    0.11464627E+02    0.34383191E+02    0.45847818E+02    0.13750791E+03    0.33343697E+00    0.33341949E+00    0.10451237E+03    0.10452049E+03    0.10449348E+03
    0.95400000E+06    0.11464605E+02    0.34383139E+02    0.45847743E+02    0.13750775E+03    0.33343682E+00    0.33341935E+00    0.10451221E+03    0.10452032E+03    0.10449336E+03
    0.95600000E+06    0.11464582E+02    0.34383087E+02    0.45847669E+02    0.13750758E+03    0.33343668E+00    0.33341921E+00    0.10451205E+03    0.10452015E+03    0.10449323E+03
    0.95800000E+06    0.11464560E+02    0.34383035E+02    0.45847595E+02    0.13750742E+03    0.33343653E+00    0.33341906E+00    0.10451189E+03    0.10451998E+03    0.10449311E+03
    0.96000000E+06    0.11464538E+02    0.34382984E+02    0.45847521E+02    0.13750726E+03    0.33343638E+00    0.33341892E+00    0.10451174E+03    0.10451982E+03    0.10449298E+03
    0.96200000E+06    0.11464516E+02    0.34382932E+02    0.45847448E+02    0.13750709E+03    0.33343624E+00    0.33341878E+00    0.10451158E+03    0.10451965E+03    0.10449286E+03
    0.96400000E+06    0.11464494E+02    0.34382881E+02    0.45847375E+02    0.13750693E+03    0.33343609E+00    0.33341864E+00    0.10451143E+03    0.10451948E+03    0.10449274E+03
    0.96600000E+06    0.11464472E+02    0.34382830E+02    0.45847302E+02    0.13750677E+03    0.33343595E+00    0.33341850E+00    0.10451127E+03    0.10451932E+03    0.10449262E+03
    0.96800000E+06    0.11464450E+02    0.34382780E+02    0.45847229E+02    0.13750661E+03    0.33343581E+00    0.33341836E+00    0.10451112E+03    0.10451915E+03    0.10449249E+03
    0.97000000E+06    0.11464428E+02    0.34382729E+02    0.45847157E+02    0.13750645E+03    0.33343566E+00    0.33341822E+00    0.10451096E+03    0.10451898E+03    0.10449237E+03
    0.97200000E+06    0.11464406E+02    0.34382679E+02    0.45847085E+02    0.13750629E+03    0.33343552E+00    0.33341809E+00    0.10451081E+03    0.10451882E+03    0.10449225E+03
    0.97400000E+06    0.11464385E+02    0.34382629E+02    0.45847013E+02    0.13750613E+03    0.33343537E+00    0.33341795E+00    0.10451066E+03    0.10451866E+03    0.10449213E+03
    0.97600000E+06    0.11464363E+02    0.34382579E+02    0.45846942E+02    0.13750598E+03    0.33343523E+00    0.33341781E+00    0.10451051E+03    0.10451849E+03    0.10449201E+03
    0.97800000E+06    0.11464342E+02    0.34382529E+02    0.45846870E+02    0.13750582E+03    0.33343509E+00    0.33341768E+00    0.10451036E+03    0.10451833E+03    0.10449189E+03
    0.98000000E+06    0.11464320E+02    0.34382479E+02    0.45846799E+02    0.13750566E+03    0.33343495E+00    0.33341754E+00    0.10451020E+03    0.10451817E+03    0.10449177E+03
    0.98200000E+06    0.11464299E+02    0.34382430E+02    0.45846729E+02    0.13750551E+03    0.33343480E+00    0.33341740E+00    0.10451005E+03    0.10451801E+03    0.10449165E+03
    0.98400000E+06    0.11464277E+02    0.34382381E+02    0.45846658E+02    0.13750535E+03    0.33343466E+00    0.33341727E+00    0.10450990E+03    0.10451785E+03    0.10449154E+03
    0.98600000E+06    0.11464256E+02    0.34382332E+02    0.45846588E+02    0.13750519E+03    0.33343452E+00    0.33341713E+00    0.10450976E+03    0.10451769E+03    0.10449142E+03
    0.98800000E+06    0.11464235E+02    0.34382283E+02    0.45846518E+02    0.13750504E+03    0.33343438E+00    0.33341700E+00    0.10450961E+03    0.10451753E+03    0.10449130E+03
    0.99000000E+06    0.11464214E+02    0.34382234E+02    0.45846448E+02    0.13750489E+03    0.33343424E+00    0.33341687E+00    0.10450946E+03    0.10451737E+03    0.10449118E+03
    0.99200000E+06    0.11464193E+02    0.34382185E+02    0.45846379E+02    0.13750473E+03    0.33343410E+00    0.33341673E+00    0.10450931E+03    0.10451721E+03    0.10449107E+03
    0.99400000E+06    0.11464172E+02    0.34382137E+02    0.45846309E+02    0.13750458E+03    0.33343396E+00    0.33341660E+00    0.10450916E+03    0.10451705E+03    0.10449095E+03
    0.99600000E+06    0.11464151E+02    0.34382089E+02    0.45846240E+02    0.13750443E+03    0.33343382E+00    0.33341647E+00    0.10450902E+03    0.10451690E+03    0.10449083E+03
    0.99800000E+06    0.11464131E+02    0.34382041E+02    0.45846172E+02    0.13750427E+03    0.33343368E+00    0.33341634E+00    0.10450887E+03    0.10451674E+03    0.10449072E+03
    0.10000000E+07    0.11464110E+02    0.34381993E+02    0.45846103E+02    0.13750412E+03    0.33343354E+00    0.33341621E+00    0.10450873E+03    0.10451658E+03    0.10449060E+03
    0.10020000E+07    0.11464089E+02    0.34381946E+02    0.45846035E+02    0.13750397E+03    0.33343340E+00    0.33341608E+00    0.10450858E+03    0.10451643E+03    0.10449049E+03
    0.10040000E+07    0.11464069E+02    0.34381898E+02    0.45845967E+02    0.13750382E+03    0.33343327E+00    0.33341595E+00    0.10450844E+03    0.10451627E+03    0.10449038E+03
    0.10060000E+07    0.11464048E+02    0.34381851E+02    0.45845899E+02    0.13750367E+03    0.33343313E+00    0.33341582E+00    0.10450830E+03    0.10451612E+03    0.10449026E+03
    0.10080000E+07    0.11464028E+02    0.34381804E+02    0.45845832E+02    0.13750352E+03    0.33343299E+00    0.33341569E+00    0.10450815E+03    0.10451596E+03    0.10449015E+03
    0.10100000E+07    0.11464007E+02    0.34381757E+02    0.45845764E+02    0.13750337E+03    0.33343285E+00    0.33341556E+00    0.10450801E+03    0.10451581E+03    0.10449003E+03
    0.10120000E+07    0.11463987E+02    0.34381710E+02    0.45845697E+02    0.13750323E+03    0.33343272E+00    0.33341543E+00    0.10450787E+03    0.10451566E+03    0.10448992E+03
    0.10140000E+07    0.11463967E+02    0.34381664E+02    0.45845630E+02    0.13750308E+03    0.33343258E+00    0.33341530E+00    0.10450773E+03    0.10451550E+03    0.10448981E+03
    0.10160000E+07    0.11463947E+02    0.34381617E+02    0.45845564E+02    0.13750293E+03    0.33343244E+00    0.33341517E+00    0.10450758E+03    0.10451535E+03    0.10448970E+03
    0.10180000E+07    0.11463927E+02    0.34381571E+02    0.45845497E+02    0.13750278E+03    0.33343231E+00    0.33341505E+00    0.10450744E+03    0.10451520E+03    0.10448959E+03
    0.10200000E+07    0.11463907E+02    0.34381525E+02    0.45845431E+02    0.13750264E+03    0.33343217E+00    0.33341492E+00    0.10450730E+03    0.10451505E+03    0.10448948E+03
    0.10220000E+07    0.11463887E+02    0.34381479E+02    0.45845366E+02    0.13750249E+03    0.33343204E+00    0.33341480E+00    0.10450716E+03    0.10451490E+03    0.10448936E+03
    0.10240000E+07    0.11463867E+02    0.34381433E+02    0.45845300E+02    0.13750235E+03    0.33343190E+00    0.33341467E+00    0.10450703E+03    0.10451475E+03    0.10448925E+03
    0.10260000E+07    0.11463847E+02    0.34381388E+02    0.45845234E+02    0.13750220E+03    0.33343177E+00    0.33341455E+00    0.10450689E+03    0.10451460E+03    0.10448914E+03
    0.10280000E+07    0.11463827E+02    0.34381342E+02    0.45845169E+02    0.13750206E+03    0.33343163E+00    0.33341442E+00    0.10450675E+03    0.10451445E+03    0.10448904E+03
    0.10300000E+07    0.11463807E+02    0.34381297E+02    0.45845104E+02    0.13750192E+03    0.33343150E+00    0.33341430E+00    0.10450661E+03    0.10451431E+03    0.10448893E+03
    0.10320000E+07    0.11463788E+02    0.34381252E+02    0.45845040E+02    0.13750177E+03    0.33343137E+00    0.33341417E+00    0.10450647E+03    0.10451416E+03    0.10448882E+03
    0.10340000E+07    0.11463768E+02    0.34381207E+02    0.45844975E+02    0.13750163E+03    0.33343123E+00    0.33341405E+00    0.10450634E+03    0.10451401E+03    0.10448871E+03
